hy,Unnamed: 0,pred,tweet_text,label_y,new_label,new_label_2,count
670,3338,25,sonhei q eu era pai de duas criancas e eu estava num lugar tipo parque de diversoes e eu la ajudando a minha filha a andar nos brinquedos enquanto o outro fazia alguma coisa q eu n to lembrando o que era so sei que depois comecou a chover e eu sai correndo com eles,crianc,criancas,crianca criancas,1
671,3701,25,sonhei que estava comprando presente de dia das criancas pro meu sobrinho e tinha bonecos do lula e do bozo pra vender na loja,compras,comprando,comprando,1
672,1411,193,hoje sonhei que tava cuidando do de alguma querida minha mas nao lembro de quem,cuid,cuidando,cuidando cuida cuidado cuidar cuidava,1
673,1524,193,sonhei com o suporto filho do jota a crianca me amou ta ama cuida,cuid,cuida,cuidando cuida cuidado cuidar cuidava,1
674,2367,193,sonhei com gravidez cuidado meninas,cuid,cuidado,cuidando cuida cuidado cuidar cuidava,1
675,2497,193,sonhei q dava banho em um mds do ceu alguem tenha alguma crianca pra eu cuidar e tao lindo,banheira,banho,banho,1
676,2541,193,sonhei que cuidava de mini hipopotamo a femea me mordia,cuid,cuidava,cuidando cuida cuidado cuidar cuidava,1
677,2560,193,sonhei que tinha uma mulher sentada aqui na cama a noite cuidando de mim e foi tao realistico que eu ainda to confusa em ela nao estar aqui mais,cuid,cuidando,cuidando cuida cuidado cuidar cuidava,1
678,3073,193,eu sonhei q tinha feito uma cirurgia no nariz e q alguem tinha puxado e dps disso eu tinha q ficar tomando cuidado pra cirurgia n cai qual o sentido desse sonho mano,cuid,cuidado,cuidando cuida cuidado cuidar cuidava,1
679,3284,193,essa noite sonhei q tava cuidando do gato da dani,cuid,cuidando,cuidando cuida cuidado cuidar cuidava,1
680,72,204,sonhei que fui stalker um amigo meu e tava cheio de porno rola no curtidos dele,curt,curtidos,curtidos curtia curto curtindo curtidas curtir,1
681,1024,204,sonhei que o bts apresentava essa aqui em alguma premiacao estadunidense e todo mundo gritada pulava curtia junto deus se for da sua vontade saiba que estamos todos prontos,bts,bts,bts,1
682,1031,204,sonhei que alguem cortava meu cabelo muito curto e fazia uma cagada na parte da frente gente eu chorava tanto,curt,curto,curtidos curtia curto curtindo curtidas curtir,1
683,1095,204,sonhei essa noite que tava em ny com a lia e curtindo,curt,curtindo,curtidos curtia curto curtindo curtidas curtir,1
684,1466,204,sonhei q minha mae via minhas curtidas e chorava tanto mds,curt,curtidas,curtidos curtia curto curtindo curtidas curtir,1
685,3004,204,sonhei que o mister tava com anos com o pe na cova e a gnt tava perdendo tempo pra contratar ele dps de dorival ter sido muito bom porem ter um trabalho de tiro curto,curt,curto,curtidos curtia curto curtindo curtidas curtir,1
686,3920,204,eu sonhei c a criatura fui olhar o insta vi que tinha terminado o namoro deu nem hr e ele ja comecou a curtir minhas coisas antigas e todos meus stories,curt,curtir,curtidos curtia curto curtindo curtidas curtir,1
687,31,91,sonhei q eu namorava o dahmer,dahm,dahmer,dahmer,1
688,649,91,eu sonhei c o jeffrey dahmer hj,dahm,dahmer,dahmer,1
689,1078,91,essa noite sonhei que tava numa mata com o jeffrey dahmer fiquei,dahm,dahmer,dahmer,1
690,1610,91,eu sonhei q eu tava mto parecida com o jefrey dahmer,dahm,dahmer,dahmer,1
691,2091,91,sonhei q eu namorava evan peters e ele so vestido de jeffrey dahmer,dahm,dahmer,dahmer,1
692,2485,91,sonhei com o evan peters de jeffrey dahmer q terror,dahm,dahmer,dahmer,1
693,2961,91,sonhei com canibalismo acho q to vendo muitos videos sobre o jeffrey dahmer,dahm,dahmer,dahmer,1
694,3145,91,sonhei que fugia do jeffrey dahmer,dahm,dahmer,dahmer,1
695,3632,91,sonhei com o jeffrey dahmer e acordei,dahm,dahmer,dahmer,1
1720,2258,218,sonhei um filme inteirinho com o hannibal lecter de coadjuvante que acontecia entre a origem do mal e silencio dos inocentes e eu achava que funcionava muito melhor como historia de origem,filme,filme,filme,1
437,753,153,sonhei com meus dentes caindo de novo,dent,caindo dente,caindo dente,1
438,1140,153,sonhei com dente caindo,dent,caindo dente,caindo dente,1
439,1640,153,sonhei com dente caindo essa semana e so coisa ruim aconteceu,dent,caindo dente,caindo dente,1
440,4059,153,sonhei q meu dente tava tao podre q tava todo preto e caindo,dent,caindo dente,caindo dente,1
715,98,316,eu sonhei que eu quebrava meu dente e comecava a chorar muito e por algum motivo eu achei que era verdade ai lambi meu dente agora e fiquei ue nao tinha quebrado,dent,dente dente,dente dentes dentista dentro,1
716,342,316,sonhei q tava fazendo isolamento absoluto num dente,dent,dente,dente dentes dentista dentro,1
717,1194,316,sonhei que caia varias dentes meu que agoni a,dent,dentes,dente dentes dentista dentro,1
718,1611,316,sonhei q meu dente tinha caido e uma amiga minha vinha e comia ele q terror,dent,dente,dente dentes dentista dentro,1
719,2406,316,sonhei com dente essa noite,dent,dente,dente dentes dentista dentro,1
720,2605,316,eu sonhei que tinha quebrado todos os dentes w tive que comer so acai prp resto sa vida,dent,dentes,dente dentes dentista dentro,1
721,2773,316,sonhei com perder dente e acordei com a noticia do falecimento de um conhecido sinistro,dent,dente,dente dentes dentista dentro,1
722,3314,316,sonhei que perdi um dente e vi que significa prejuizo nao tem condicoes eu ficar mais prejudicado do que ja to,dent,dente,dente dentes dentista dentro,1
723,3344,316,sonhei q um dente meu tinha se quebrado e dois caidos,dent,dente,dente dentes dentista dentro,1
724,3795,316,sonhei que tinha virado dentista e o mcryan pediu pra mim rancar o dente dele no meio do furdunco,dent,dentista dente,dente dentes dentista dentro,1
725,3860,316,sonhei que meu dente da frente tinha caido e sonhar com dente dizem que e morte consegui nem dormir mais pq de todas as pessoas que eu cogitei que eu poderia perder meu coracao ja apertou,dent,dente dente,dente dentes dentista dentro,1
726,3985,316,sonhei acai pra dentro e agora pra levantar e escovar os dentes,dent,dentro dentes,dente dentes dentista dentro,1
727,4067,316,sonhei de terca pra quarta q dentes meus cairam e to traumatizada ate agr,dent,dentes,dente dentes dentista dentro,1
789,1072,166,sonhei com umas pessoas diferentes hj adorei meus pesadelos,diferent,diferentes,diferentes diferente,1
790,1212,166,sonhei uns sonhos diferentes em uma hora foi uma grande emocao na minha vida aha,diferent,diferentes,diferentes diferente,1
791,1219,166,essa noite eu sonhei coisas diferentes,diferent,diferentes,diferentes diferente,1
792,1771,166,sonhei com varias coisas diferentes egua,diferent,diferentes,diferentes diferente,1
793,2080,166,sonhei c a msm treta c a msm pessoa so q em um lugar diferente final do sonho matei e fui preso,diferent,diferente,diferentes diferente,1
794,2612,166,sonhei com ela de novo menor eu vou chorar foi quase uma continuacao de ontem mas diferente nao teve nada de mais mas foi estranho imaginar o quao queriamos passar tempo juntos ate dentro do onibus eu fui pra muito longe de casa nisso eu lbro de mts detalhes,diferent,diferente,diferentes diferente,1
795,3418,166,eu sonhei que a hyeju era capa de sucrilhos froot loops tinha varias caixas com poses diferentes e eu comprei algumas pra poder recortar a parte da frente e por no meu binder,diferent,diferentes,diferentes diferente,1
809,156,24,sonhei que discutia acordei estressada,discut,discutia,discutia,1
810,3294,24,eu sonhei q discutia as provaveis mudancas no cenario de valorant,discut,discutia,discutia,1
811,55,63,eu sonhei com as duas dois dias seguidos meudeus,dois,dois,dois,1
812,184,63,sonhei com dois queridos e um deles tava doido de doce,dois,dois,dois,1
813,451,63,sonhei com vc sim amo voce e mais dois,dois,dois,dois,1
814,975,63,sonhei com dois dos meus crushs ta,dois,dois,dois,1
815,1470,63,essa noite eu sonhei que a minha mae tinha ido a um date com o bolsonaro e depois os dois vieram aqui em casa pra tomar cafe meu deus que pesadelo,dois,dois,dois,1
816,1833,63,sonhei que tinha dois namorados que a gente era um trisal,dois,dois,dois,1
817,1938,63,sonhei com os dois a noite toda que agonia,dois,dois,dois,1
818,2337,63,sonhei que fazia parte de um trisal com dois principes,dois,dois,dois,1
819,2853,63,sonhei com uma pessoa que nao falo a quase dois simplesmente horrivel revivi traumas obrigada cerebro,dois,dois,dois,1
820,3001,63,sonhei com esses dois esquisitos vsf,dois,dois,dois,1
821,3054,63,sonhei que a gente tomava dois gols do corinthians no jogo de ida to em choque,dois,dois,dois,1
822,3261,63,sonhei eu tava fugindo de dois psicopatas pai e filho e a unica que podia me salvar era a daenerys targaryen,dois,dois,dois,1
823,3262,63,sonhei que meus dois crushs se pegavam na minha frente,dois,dois,dois,1
824,3479,63,sonhei c dois mendigos bebados abracando o samuel colocando ele no meio deles e se esfregando nele eu saia correndo pegava o samuel e comeca a chorar ele cheio de manchas no corpo acordei desesperada,dois,dois,dois,1
826,4032,63,eu sonhei durante dois anos em ver voce revoltado assim falando sobre as vitimas da covid,dois,dois,dois,1
1709,380,218,sonhei que a doja cat era minha melhor amiga e comprava uma casa pra mim,compras,comprava,comprava,1
827,2460,448,sonhei que ia com toda minha familia pro jogo domingo,jogo e playstation,jogo,jogo,1
828,2897,448,sonhei que comprei passagem pro rio de janeiro na noite de sabado e no domingo de manha eu ja se encontrava dentro do maracana pra ver o flamengo sera que realizo,compras,comprei,comprei,1
830,737,161,sonhei com ex amiga que dor,dor,dor,dor,1
831,946,161,sonhei com uma pessoa que abaixa minha energia e acordei morrendo de dor de cabeca preciso falar mais nada,dor,dor,dor,1
832,1187,161,sonhei com a minha e q dor de sdd dela,dor,dor,dor,1
834,3653,161,sonhei q uma amigdala minha tava inchada agora acordei com dor de garganta suspeito,dor,dor,dor,1
835,3881,161,sonhei c meu padrasto e acordei c uma dor no coracao nao vejo a hora disso tudo passar logo,dor,dor,dor,1
836,3907,161,eu sonhei que quebrava a perna e acordei com a dor ainda,dor,dor,dor,1
845,381,130,sonhei q voltava de ferias e era mandado embora fui atras de significado e fiquei aliviado,embor,embora,embora,1
846,967,130,sonhei q uma amg minha ia embora e acordei chorando,embor,embora,embora,1
847,2006,130,eu sonhei que eu tinha ido embora e o destino mesmo,embor,embora,embora,1
848,2009,130,sonhei que tava indo embora do brasil acordei triste,embor,embora,embora,1
849,2159,130,sonhei com pessoas que ja foram embora da minha vida vala meu deus,embor,embora,embora,1
850,2346,130,sonhei com voce meu amor sonhei com voce voltando para os meus bracos mas indo embora tao rapido quanto voltou,embor,embora,embora,1
851,2365,130,eu sonhei que ele n tinha ido embora e foi tudo uma brincadeira dele pra ele poder rir da cara de de todos,embor,embora,embora,1
852,3383,130,sonhei essa noite que tinha morrido e eu meu espirito tava no meu velorio e chorava tanto porque nao queria ir embora dali queria voltar,embor,embora,embora,1
853,3964,130,sonhei q ele tinha ido embora acordei chorando no carro o ceus,embor,embora,embora,1
854,583,81,sonhei que tinha engordado kg ainda bem que segunda eu volto a treinar,engord,engordado,engordado,1
855,1449,81,sonhei que eu tinha engordado queria,engord,engordado,engordado,1
138,3363,414,sonhei q estava gravida alguma amiga vai aparecer gravida k,engrav,gravida,gravida,1
139,3703,414,sonhei que tava gravida da ultima vez era um de um menino e dai uma amiga minha apareceu gravida de um menino,engrav,gravida,gravida,1
856,105,197,sonhei q tinha engravidado traumatizei,engrav,engravidado,engravidado engravidaram gravida,1
857,260,197,sonhei q o meu pai tinha engravidado outra mulher e saiu de casa eu sofri tanto ate conseguir acordar q eu to me sentindo ate cansada,engrav,engravidado,engravidado engravidaram gravida,1
858,321,197,sonhei que o zeus e o boris engravidaram mano olba os papo,engrav,engravidaram,engravidado engravidaram gravida,1
859,1425,197,sonhei que eu tinha engravidado e nao sabia quem era o pai,engrav,engravidado,engravidado engravidaram gravida,1
1026,3031,43,sonhei que eu negava ajuste de uma maquina na academia pra uma gravida que nem ia usar exatamente naquela hora depois eu sonhei que tava gravida mta gente gravida num sonho so,engrav,gravida,engravidado engravidaram gravida,1
1582,636,88,sonhei a madrugada toda que estava gravida meu sonho,engrav,gravida,gravida,1
2052,1012,467,eu sonhei q tava gravida e estava em panico pq em um momento o ia ter que sair ai depois do nada eu ja apareci com o e eu estava apaixonada por ele mas sofrendo pq uma hora ele ia crescer e ficar insuportavel,engrav,gravida,gravida,1
2055,3885,467,sonhei q estava gravida panico,engrav,gravida,gravida,1
2265,4,470,sonhei que alguem muito proximo de mim esta gravida de quem sera vira o afilhadinho,engrav,gravida,gravida,1
2267,2194,470,sonhei c gravida e crianca a noite td quem sera a proxima,engrav,gravida,gravida,1
2269,2607,470,sonhei com gravidez dnv quero saber quem e a proxima,engrav,gravidez,gravidez,1
2270,2789,470,sonhei que eu tava gravida sonhar c gravidez e amiga proxima que engravida ein fiquem ligadas,engrav,gravida,gravida,1
2271,3411,470,sonhei novamente que estava gravida quem sera a bendita proxima a mim,engrav,gravida,gravida,1
2273,3939,470,sonhei que eu tava gravida como n tem como ser eu pode ser alguem proximo,engrav,gravida,gravida,1
2446,136,263,sonhei que tinha uma no sonho eu nao sabia que tava gravida e ela era a cara de serio,engrav,gravida,gravida,1
860,93,200,sonhei que voltava ao ensino medio e meu professor de ingles era o alex kapranos,ensin,ensino,ensino ensinando ensinar,1
861,610,200,eu sonhei que fazia uma pilha caseira fui pesquisar e o jeito que eu fiz dava certo ser bom em quimica no ensino medio deu dessas,ensin,ensino,ensino ensinando ensinar,1
862,720,200,sonhei que tinha brigado muito feio com a minha mae ao ponto de sair de casa so com a roupa do corpo e a minha escova de dente ai meu sonho pulou pra uma resenha dos amigos do ensino medio e um colega meu tinha sido roubado levaram a moto dele acordei mandando mensagem pra ele,ensin,ensino,ensino ensinando ensinar,1
863,1440,200,hoje sonhei que eu tava no ensino medio e bateu saudade,ensin,ensino,ensino ensinando ensinar,1
864,1674,200,sonhei que tinha alguem me ensinando a bater uma punheta foi bem engracado,ensin,ensinando,ensino ensinando ensinar,1
